//Registros de diseños industriales por oficina,
"//por directamente por residentes, directamente por no residentes y sistema de La Haya",
//Fuente:  Base de datos de estadísticas de la OMPI, diciembre 2011
//Nota: Es probable que falten datos relativos a algunas oficinas o respecto de ciertos períodos.,

Año,Nombre'Oficina,Código'Oficina,Tipo'solicitante,Número de registros
1971,"Union Soviética","SU","Directamente_residentes",698
1971,"Union Soviética","SU","Directamente_NOresidentes",22
1971,"España","ES","Directamente_residentes",3458
1971,"España","ES","Directamente_NOresidentes",205
1971,"Sri Lanka","LK","Directamente_residentes",4
1971,"Suecia","SE","Directamente_residentes",474
1971,"Suecia","SE","Directamente_NOresidentes",132
1971,"Suiza","CH","Directamente_residentes",376
1971,"Suiza","CH","Directamente_NOresidentes",207
1971,"República Árabe Siria","SY","Directamente_residentes",87
1971,"República Árabe Siria","SY","Directamente_NOresidentes",2
1971,"Trinidad y Tobago","TT","Directamente_residentes",3
1971,"Trinidad y Tobago","TT","Directamente_NOresidentes",3
1971,"Túnez","TN","Directamente_residentes",5
1971,"Túnez","TN","Directamente_NOresidentes",4
1971,"Reino Unido","GB","Directamente_residentes",3718
1971,"Reino Unido","GB","Directamente_NOresidentes",1799
1971,"Estados Unidos de América","US","Directamente_residentes",2646
1971,"Estados Unidos de América","US","Directamente_NOresidentes",509
1971,"Venezuela","VE","Directamente_residentes",36
1971,"Venezuela","VE","Directamente_NOresidentes",65
1971,"Zaire","ZR","Directamente_residentes",29
1971,"Zaire","ZR","Directamente_NOresidentes",93
1971,"Zimbabwe","ZW","Directamente_residentes",20
1971,"Zimbabwe","ZW","Directamente_NOresidentes",31
1972,"Organización Africana de la Propiedad Intelectual","OA","Directamente_residentes",52
1972,"Organización Africana de la Propiedad Intelectual","OA","Directamente_NOresidentes",270
1972,"Argelia","DZ","Directamente_residentes",74
1972,"Argelia","DZ","Directamente_NOresidentes",15
1972,"Argentina","AR","Directamente_residentes",2674
1972,"Argentina","AR","Directamente_NOresidentes",208
1972,"Australia","AU","Directamente_residentes",1110
1972,"Australia","AU","Directamente_NOresidentes",498
1972,"Austria","AT","Directamente_residentes",2516
1972,"Austria","AT","Directamente_NOresidentes",2222
1972,"Bélgica","BE","Directamente_residentes",1620
1972,"Bélgica","BE","Directamente_NOresidentes",605
1972,"Brasil","BR","Directamente_residentes",7
1972,"Brasil","BR","Directamente_NOresidentes",4
1972,"Bulgaria","BG","Directamente_residentes",29
1972,"Bulgaria","BG","Directamente_NOresidentes",8
1972,"Burundi","BI","Directamente_NOresidentes",1
1972,"Canadá","CA","Directamente total",1456
1972,"Colombia","CO","Directamente_residentes",41
1972,"Colombia","CO","Directamente_NOresidentes",39
1972,"Checoslovaquia","CS","Directamente_residentes",587
1972,"Checoslovaquia","CS","Directamente_NOresidentes",15
1972,"Dinamarca","DK","Directamente_residentes",326
1972,"Dinamarca","DK","Directamente_NOresidentes",469
1972,"Egipto","EG","Directamente_residentes",79
1972,"Egipto","EG","Directamente_NOresidentes",3
1972,"Finlandia","FI","Directamente_residentes",230
1972,"Finlandia","FI","Directamente_NOresidentes",141
1972,"República Democrática Alemana","D2","Directamente_residentes",387
1972,"República Democrática Alemana","D2","Directamente_NOresidentes",21
1972,"Alemania","DE","Directamente_residentes",59061
1972,"Alemania","DE","Directamente_NOresidentes",1563
1972,"Hungría","HU","Directamente_residentes",309
1972,"Hungría","HU","Directamente_NOresidentes",25
1972,"India","IN","Directamente_residentes",891
1972,"India","IN","Directamente_NOresidentes",19
1972,"Iraq","IQ","Directamente_residentes",12
1972,"Irlanda","IE","Directamente_residentes",20
1972,"Irlanda","IE","Directamente_NOresidentes",77
1972,"Israel","IL","Directamente_residentes",146
1972,"Israel","IL","Directamente_NOresidentes",64
1972,"Italia","IT","Directamente total",3500
1972,"Japón","JP","Directamente_residentes",21648
1972,"Japón","JP","Directamente_NOresidentes",393
1972,"Líbano","LB","Directamente_residentes",58
1972,"Líbano","LB","Directamente_NOresidentes",25
1972,"Liechtenstein","LI","Directamente_residentes",3
1972,"Malawi","MW","Directamente_NOresidentes",1
1972,"Malta","MT","Directamente_residentes",9
1972,"Malta","MT","Directamente_NOresidentes",3
1972,"México","MX","Directamente_residentes",168
1972,"México","MX","Directamente_NOresidentes",203
1972,"Mónaco","MC","Directamente_residentes",57
1972,"Mónaco","MC","Directamente_NOresidentes",1
1972,"Marruecos","MA","Directamente_residentes",64
1972,"Marruecos","MA","Directamente_NOresidentes",7
1972,"Nueva Zelandia","NZ","Directamente_residentes",248
1972,"Nueva Zelandia","NZ","Directamente_NOresidentes",199
1972,"Noruega","NO","Directamente_residentes",185
1972,"Noruega","NO","Directamente_NOresidentes",211
1972,"Pakistán","PK","Directamente_residentes",47
1972,"Pakistán","PK","Directamente_NOresidentes",11
1972,"Perú","PE","Directamente_residentes",42
1972,"Perú","PE","Directamente_NOresidentes",14
1972,"Filipinas","PH","Directamente_residentes",118
1972,"Filipinas","PH","Directamente_NOresidentes",40
1972,"Polonia","PL","Directamente_residentes",144
1972,"Polonia","PL","Directamente_NOresidentes",15
1972,"Portugal","PT","Directamente_NOresidentes",289
1972,"República de Corea","KR","Directamente_residentes",2229
1972,"República de Corea","KR","Directamente_NOresidentes",6
1972,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente_residentes",64
1972,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente_NOresidentes",4
1972,"Sierra Leona","SL","Directamente_NOresidentes",1
1972,"Union Soviética","SU","Directamente_residentes",625
1972,"Union Soviética","SU","Directamente_NOresidentes",15
1972,"España","ES","Directamente_residentes",2976
1972,"España","ES","Directamente_NOresidentes",168
1972,"Sri Lanka","LK","Directamente_residentes",8
1972,"Sri Lanka","LK","Directamente_NOresidentes",2
1972,"Suecia","SE","Directamente_residentes",1146
1972,"Suecia","SE","Directamente_NOresidentes",367
1972,"Suiza","CH","Directamente_residentes",402
1972,"Suiza","CH","Directamente_NOresidentes",261
1972,"Trinidad y Tobago","TT","Directamente_residentes",4
1972,"Trinidad y Tobago","TT","Directamente_NOresidentes",9
1972,"Túnez","TN","Directamente_residentes",8
1972,"Reino Unido","GB","Directamente_residentes",3327
1972,"Reino Unido","GB","Directamente_NOresidentes",1792
1972,"Estados Unidos de América","US","Directamente_residentes",2411
1972,"Estados Unidos de América","US","Directamente_NOresidentes",490
1972,"Venezuela","VE","Directamente_residentes",53
1972,"Venezuela","VE","Directamente_NOresidentes",279
1972,"Zaire","ZR","Directamente_residentes",1
1972,"Zaire","ZR","Directamente_NOresidentes",122
1972,"Zimbabwe","ZW","Directamente_residentes",15
1972,"Zimbabwe","ZW","Directamente_NOresidentes",28
1973,"Organización Africana de la Propiedad Intelectual","OA","Directamente_residentes",51
1973,"Organización Africana de la Propiedad Intelectual","OA","Directamente_NOresidentes",352
1973,"Argelia","DZ","Directamente_residentes",33
1973,"Argelia","DZ","Directamente_NOresidentes",19
1973,"Argentina","AR","Directamente_residentes",2547
1973,"Argentina","AR","Directamente_NOresidentes",199
1973,"Australia","AU","Directamente_residentes",1147
1973,"Australia","AU","Directamente_NOresidentes",585
1973,"Austria","AT","Directamente_residentes",2298
1973,"Austria","AT","Directamente_NOresidentes",1863
1973,"Bahamas","BS","Directamente_residentes",1
1973,"Bahamas","BS","Directamente_NOresidentes",6
1973,"Bélgica","BE","Directamente_residentes",1341
1973,"Bélgica","BE","Directamente_NOresidentes",366
1973,"Brasil","BR","Directamente_residentes",4
1973,"Bulgaria","BG","Directamente_residentes",39
1973,"Bulgaria","BG","Directamente_NOresidentes",18
1973,"Canadá","CA","Directamente total",1258
1973,"Colombia","CO","Directamente_residentes",65
1973,"Colombia","CO","Directamente_NOresidentes",50
1973,"Checoslovaquia","CS","Directamente_residentes",475
1973,"Checoslovaquia","CS","Directamente_NOresidentes",23
1973,"Dinamarca","DK","Directamente_residentes",330
1973,"Dinamarca","DK","Directamente_NOresidentes",518
1973,"Egipto","EG","Directamente_residentes",96
1973,"Egipto","EG","Directamente_NOresidentes",5
1973,"Finlandia","FI","Directamente_residentes",226
1973,"Finlandia","FI","Directamente_NOresidentes",174
1973,"República Democrática Alemana","D2","Directamente_residentes",275
1973,"República Democrática Alemana","D2","Directamente_NOresidentes",8
1973,"Alemania","DE","Directamente_residentes",59536
1973,"Alemania","DE","Directamente_NOresidentes",1953
1973,"Hungría","HU","Directamente_residentes",317
1973,"Hungría","HU","Directamente_NOresidentes",48
1973,"India","IN","Directamente_residentes",799
1973,"India","IN","Directamente_NOresidentes",14
1973,"Iraq","IQ","Directamente_residentes",12
1973,"Irlanda","IE","Directamente_residentes",20
1973,"Irlanda","IE","Directamente_NOresidentes",183
1973,"Israel","IL","Directamente_residentes",173
1973,"Israel","IL","Directamente_NOresidentes",66
1973,"Italia","IT","Directamente_residentes",3785
1973,"Italia","IT","Directamente_NOresidentes",929
1973,"Jamaica","JM","Directamente_NOresidentes",3
1973,"Japón","JP","Directamente_residentes",21655
1973,"Japón","JP","Directamente_NOresidentes",380
1973,"Líbano","LB","Directamente_residentes",75
1973,"Líbano","LB","Directamente_NOresidentes",20
1973,"Liechtenstein","LI","Directamente_residentes",3
1973,"Malawi","MW","Directamente_NOresidentes",2
1973,"Malta","MT","Directamente_residentes",1
1973,"Malta","MT","Directamente_NOresidentes",5
1973,"México","MX","Directamente_residentes",65
1973,"México","MX","Directamente_NOresidentes",118
1973,"Mónaco","MC","Directamente_residentes",18
1973,"Mónaco","MC","Directamente_NOresidentes",9
1973,"Marruecos","MA","Directamente_residentes",62
1973,"Marruecos","MA","Directamente_NOresidentes",8
1973,"Nueva Zelandia","NZ","Directamente_residentes",96
1973,"Nueva Zelandia","NZ","Directamente_NOresidentes",99
1973,"Noruega","NO","Directamente_residentes",377
1973,"Noruega","NO","Directamente_NOresidentes",510
1973,"Pakistán","PK","Directamente_residentes",56
1973,"Pakistán","PK","Directamente_NOresidentes",22
1973,"Perú","PE","Directamente_residentes",74
1973,"Perú","PE","Directamente_NOresidentes",8
1973,"Filipinas","PH","Directamente_residentes",110
1973,"Filipinas","PH","Directamente_NOresidentes",24
1973,"Polonia","PL","Directamente_residentes",124
1973,"Polonia","PL","Directamente_NOresidentes",18
1973,"Portugal","PT","Directamente_NOresidentes",157
1973,"República de Corea","KR","Directamente_residentes",2436
1973,"República de Corea","KR","Directamente_NOresidentes",7
1973,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente_residentes",54
1973,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente_NOresidentes",16
1973,"Union Soviética","SU","Directamente_residentes",1260
1973,"Union Soviética","SU","Directamente_NOresidentes",31
1973,"España","ES","Directamente_residentes",3630
1973,"España","ES","Directamente_NOresidentes",287
1973,"Sri Lanka","LK","Directamente_residentes",3
1973,"Sri Lanka","LK","Directamente_NOresidentes",3
1973,"Swazilandia","SZ","Directamente_residentes",3
1973,"Swazilandia","SZ","Directamente_NOresidentes",3
1973,"Suecia","SE","Directamente_residentes",1310
1973,"Suecia","SE","Directamente_NOresidentes",399
1973,"Suiza","CH","Directamente_residentes",317
1973,"Suiza","CH","Directamente_NOresidentes",266
1973,"República Árabe Siria","SY","Directamente_residentes",41
1973,"República Árabe Siria","SY","Directamente_NOresidentes",8
1973,"Trinidad y Tobago","TT","Directamente_residentes",1
1973,"Trinidad y Tobago","TT","Directamente_NOresidentes",4
1973,"Túnez","TN","Directamente_residentes",25
1973,"Túnez","TN","Directamente_NOresidentes",3
1973,"Reino Unido","GB","Directamente_residentes",2561
1973,"Reino Unido","GB","Directamente_NOresidentes",1698
1973,"Estados Unidos de América","US","Directamente_residentes",3350
1973,"Estados Unidos de América","US","Directamente_NOresidentes",683
1973,"Venezuela","VE","Directamente_residentes",22
1973,"Venezuela","VE","Directamente_NOresidentes",81
1973,"Zaire","ZR","Directamente_residentes",4
1973,"Zaire","ZR","Directamente_NOresidentes",2
1973,"Zimbabwe","ZW","Directamente_residentes",32
1973,"Zimbabwe","ZW","Directamente_NOresidentes",15
1974,"Organización Africana de la Propiedad Intelectual","OA","Directamente_residentes",36
1974,"Organización Africana de la Propiedad Intelectual","OA","Directamente_NOresidentes",133
1974,"Argelia","DZ","Directamente_residentes",23
1974,"Argelia","DZ","Directamente_NOresidentes",12
1974,"Argentina","AR","Directamente_residentes",2243
1974,"Argentina","AR","Directamente_NOresidentes",132
1974,"Australia","AU","Directamente_residentes",1009
1974,"Australia","AU","Directamente_NOresidentes",561
1974,"Austria","AT","Directamente_residentes",2967
1974,"Austria","AT","Directamente_NOresidentes",2078
1974,"Bahamas","BS","Directamente_residentes",1
1974,"Bahamas","BS","Directamente_NOresidentes",1
1974,"Bélgica","BE","Directamente_residentes",2349
1974,"Bélgica","BE","Directamente_NOresidentes",323
1974,"Bulgaria","BG","Directamente_residentes",46
1974,"Bulgaria","BG","Directamente_NOresidentes",3
1974,"Canadá","CA","Directamente total",1215
1974,"Colombia","CO","Directamente_residentes",23
1974,"Colombia","CO","Directamente_NOresidentes",25
1974,"Checoslovaquia","CS","Directamente_residentes",499
1974,"Checoslovaquia","CS","Directamente_NOresidentes",33
1974,"Dinamarca","DK","Directamente_residentes",440
1974,"Dinamarca","DK","Directamente_NOresidentes",583
1974,"Egipto","EG","Directamente_residentes",81
1974,"Egipto","EG","Directamente_NOresidentes",2
1974,"Finlandia","FI","Directamente_residentes",101
1974,"Finlandia","FI","Directamente_NOresidentes",104
1974,"Alemania","DE","Directamente_residentes",46115
1974,"Alemania","DE","Directamente_NOresidentes",1839
1974,"Hungría","HU","Directamente_residentes",239
1974,"Hungría","HU","Directamente_NOresidentes",49
1974,"India","IN","Directamente_residentes",864
1974,"India","IN","Directamente_NOresidentes",23
1974,"Iraq","IQ","Directamente_residentes",58
1974,"Irlanda","IE","Directamente_residentes",17
1974,"Irlanda","IE","Directamente_NOresidentes",75
1974,"Israel","IL","Directamente_residentes",198
1974,"Israel","IL","Directamente_NOresidentes",82
1974,"Italia","IT","Directamente_residentes",1432
1974,"Italia","IT","Directamente_NOresidentes",548
1974,"Jamaica","JM","Directamente_residentes",2
1974,"Japón","JP","Directamente_residentes",22371
1974,"Japón","JP","Directamente_NOresidentes",376
1974,"Líbano","LB","Directamente_residentes",30
1974,"Líbano","LB","Directamente_NOresidentes",17
1974,"Liechtenstein","LI","Directamente_residentes",3
1974,"Malawi","MW","Directamente_NOresidentes",4
1974,"Malta","MT","Directamente_residentes",1
1974,"Malta","MT","Directamente_NOresidentes",1
1974,"México","MX","Directamente_residentes",161
1974,"México","MX","Directamente_NOresidentes",265
1974,"Mónaco","MC","Directamente_residentes",36
1974,"Marruecos","MA","Directamente_residentes",40
1974,"Marruecos","MA","Directamente_NOresidentes",12
1974,"Nueva Zelandia","NZ","Directamente_residentes",164
1974,"Nueva Zelandia","NZ","Directamente_NOresidentes",232
1974,"Nigeria","NG","Directamente_residentes",126
1974,"Nigeria","NG","Directamente_NOresidentes",63
1974,"Noruega","NO","Directamente_residentes",273
1974,"Noruega","NO","Directamente_NOresidentes",399
1974,"Pakistán","PK","Directamente_residentes",61
1974,"Pakistán","PK","Directamente_NOresidentes",5
1974,"Filipinas","PH","Directamente_residentes",188
1974,"Filipinas","PH","Directamente_NOresidentes",43
1974,"Polonia","PL","Directamente_residentes",111
1974,"Polonia","PL","Directamente_NOresidentes",45
1974,"Portugal","PT","Directamente_NOresidentes",227
1974,"República de Corea","KR","Directamente_residentes",3071
1974,"República de Corea","KR","Directamente_NOresidentes",19
1974,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente_residentes",132
1974,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente_NOresidentes",43
1974,"Union Soviética","SU","Directamente_residentes",1024
1974,"Union Soviética","SU","Directamente_NOresidentes",19
1974,"España","ES","Directamente_residentes",2799
1974,"España","ES","Directamente_NOresidentes",219
1974,"Sri Lanka","LK","Directamente_residentes",9
1974,"Suecia","SE","Directamente_residentes",1347
1974,"Suecia","SE","Directamente_NOresidentes",458
1974,"Suiza","CH","Directamente_residentes",308
1974,"Suiza","CH","Directamente_NOresidentes",223
1974,"República Árabe Siria","SY","Directamente_residentes",88
1974,"República Árabe Siria","SY","Directamente_NOresidentes",13
1974,"Trinidad y Tobago","TT","Directamente_residentes",4
1974,"Trinidad y Tobago","TT","Directamente_NOresidentes",4
1974,"Túnez","TN","Directamente_residentes",18
1974,"Túnez","TN","Directamente_NOresidentes",4
1974,"Reino Unido","GB","Directamente_residentes",2069
1974,"Reino Unido","GB","Directamente_NOresidentes",1947
1974,"Estados Unidos de América","US","Directamente_residentes",3500
1974,"Estados Unidos de América","US","Directamente_NOresidentes",803
1974,"Venezuela","VE","Directamente total",187
1974,"Zaire","ZR","Directamente_residentes",1
1974,"Zaire","ZR","Directamente_NOresidentes",11
1974,"Zambia","ZM","Directamente_NOresidentes",6
1974,"Zimbabwe","ZW","Directamente_residentes",6
1974,"Zimbabwe","ZW","Directamente_NOresidentes",12
1975,"Organización Africana de la Propiedad Intelectual","OA","Directamente_residentes",26
1975,"Organización Africana de la Propiedad Intelectual","OA","Directamente_NOresidentes",57
1975,"Argelia","DZ","Directamente_residentes",52
1975,"Argelia","DZ","Directamente_NOresidentes",18
1975,"Argentina","AR","Directamente_residentes",2426
1975,"Argentina","AR","Directamente_NOresidentes",159
1975,"Australia","AU","Directamente_residentes",1165
1975,"Australia","AU","Directamente_NOresidentes",568
1975,"Austria","AT","Directamente_residentes",3987
1975,"Austria","AT","Directamente_NOresidentes",1517
1975,"Benelux","BX","Directamente_residentes",1671
1975,"Benelux","BX","Directamente_NOresidentes",1376
1975,"Bulgaria","BG","Directamente_residentes",27
1975,"Bulgaria","BG","Directamente_NOresidentes",5
1975,"Canadá","CA","Directamente_residentes",337
1975,"Canadá","CA","Directamente_NOresidentes",1168
1975,"Colombia","CO","Directamente_residentes",11
1975,"Colombia","CO","Directamente_NOresidentes",5
1975,"Checoslovaquia","CS","Directamente_residentes",577
1975,"Checoslovaquia","CS","Directamente_NOresidentes",8
1975,"Dinamarca","DK","Directamente_residentes",390
1975,"Dinamarca","DK","Directamente_NOresidentes",486
1975,"Egipto","EG","Directamente_residentes",127
1975,"Egipto","EG","Directamente_NOresidentes",8
1975,"Finlandia","FI","Directamente_residentes",165
1975,"Finlandia","FI","Directamente_NOresidentes",222
1975,"Francia","FR","Directamente_residentes",11320
1975,"Francia","FR","Directamente_NOresidentes",857
1975,"Alemania","DE","Directamente_residentes",54231
1975,"Alemania","DE","Directamente_NOresidentes",2609
1975,"Hungría","HU","Directamente_residentes",165
1975,"Hungría","HU","Directamente_NOresidentes",11
1975,"India","IN","Directamente_residentes",723
1975,"India","IN","Directamente_NOresidentes",29
1975,"Iraq","IQ","Directamente_residentes",19
1975,"Irlanda","IE","Directamente_residentes",34
1975,"Irlanda","IE","Directamente_NOresidentes",176
1975,"Israel","IL","Directamente_residentes",115
1975,"Israel","IL","Directamente_NOresidentes",42
1975,"Italia","IT","Directamente total",2297
1975,"Jamaica","JM","Directamente_residentes",1
1975,"Jamaica","JM","Directamente_NOresidentes",3
1975,"Japón","JP","Directamente_residentes",34129
1975,"Japón","JP","Directamente_NOresidentes",700
1975,"Liechtenstein","LI","Directamente_residentes",6
1975,"Malawi","MW","Directamente_NOresidentes",1
1975,"Malta","MT","Directamente_residentes",2
1975,"Malta","MT","Directamente_NOresidentes",4
1975,"México","MX","Directamente_residentes",160
1975,"México","MX","Directamente_NOresidentes",149
1975,"Mónaco","MC","Directamente_residentes",10
1975,"Marruecos","MA","Directamente_residentes",82
1975,"Marruecos","MA","Directamente_NOresidentes",15
1975,"Nueva Zelandia","NZ","Directamente_residentes",157
1975,"Nueva Zelandia","NZ","Directamente_NOresidentes",167
1975,"Nigeria","NG","Directamente_residentes",52
1975,"Nigeria","NG","Directamente_NOresidentes",72
1975,"Noruega","NO","Directamente_residentes",243
1975,"Noruega","NO","Directamente_NOresidentes",364
1975,"Pakistán","PK","Directamente_residentes",71
1975,"Pakistán","PK","Directamente_NOresidentes",14
1975,"Filipinas","PH","Directamente_residentes",151
1975,"Filipinas","PH","Directamente_NOresidentes",19
1975,"Polonia","PL","Directamente_residentes",139
1975,"Polonia","PL","Directamente_NOresidentes",16
1975,"Portugal","PT","Directamente_residentes",266
1975,"Portugal","PT","Directamente_NOresidentes",216
1975,"República de Corea","KR","Directamente_residentes",1583
1975,"República de Corea","KR","Directamente_NOresidentes",6
1975,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente_residentes",102
1975,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente_NOresidentes",30
1975,"Union Soviética","SU","Directamente_residentes",804
1975,"Union Soviética","SU","Directamente_NOresidentes",11
1975,"España","ES","Directamente_residentes",3234
1975,"España","ES","Directamente_NOresidentes",224
1975,"Sri Lanka","LK","Directamente_residentes",8
1975,"Swazilandia","SZ","Directamente_NOresidentes",1
1975,"Suecia","SE","Directamente_residentes",1283
1975,"Suecia","SE","Directamente_NOresidentes",364
1975,"Suiza","CH","Directamente_residentes",465
1975,"Suiza","CH","Directamente_NOresidentes",213
1975,"República Árabe Siria","SY","Directamente_residentes",99
1975,"República Árabe Siria","SY","Directamente_NOresidentes",22
1975,"Trinidad y Tobago","TT","Directamente_residentes",6
1975,"Trinidad y Tobago","TT","Directamente_NOresidentes",2
1975,"Reino Unido","GB","Directamente_residentes",1665
1975,"Reino Unido","GB","Directamente_NOresidentes",1354
1975,"Estados Unidos de América","US","Directamente_residentes",3428
1975,"Estados Unidos de América","US","Directamente_NOresidentes",854
1975,"Venezuela","VE","Directamente_residentes",59
1975,"Venezuela","VE","Directamente_NOresidentes",34
1975,"Zaire","ZR","Directamente_NOresidentes",48
1975,"Zambia","ZM","Directamente_NOresidentes",3
1976,"Organización Africana de la Propiedad Intelectual","OA","Directamente_residentes",24
1976,"Organización Africana de la Propiedad Intelectual","OA","Directamente_NOresidentes",18
1976,"Argelia","DZ","Directamente_residentes",17
1976,"Argelia","DZ","Directamente_NOresidentes",22
1976,"Argentina","AR","Directamente_residentes",2549
1976,"Argentina","AR","Directamente_NOresidentes",151
1976,"Australia","AU","Directamente_residentes",1103
1976,"Australia","AU","Directamente_NOresidentes",416
1976,"Austria","AT","Directamente_residentes",3659
1976,"Austria","AT","Directamente_NOresidentes",1913
1976,"Bahamas","BS","Directamente_residentes",2
1976,"Bahamas","BS","Directamente_NOresidentes",3
1976,"Bangladesh","BD","Directamente_residentes",8
1976,"Bangladesh","BD","Directamente_NOresidentes",1
1976,"Benelux","BX","Directamente_residentes",1308
1976,"Benelux","BX","Directamente_NOresidentes",1369
1976,"Bulgaria","BG","Directamente_residentes",38
1976,"Bulgaria","BG","Directamente_NOresidentes",8
1976,"Canadá","CA","Directamente_residentes",491
1976,"Canadá","CA","Directamente_NOresidentes",963
1976,"Colombia","CO","Directamente_residentes",3
1976,"Colombia","CO","Directamente_NOresidentes",4
1976,"Checoslovaquia","CS","Directamente_residentes",640
1976,"Checoslovaquia","CS","Directamente_NOresidentes",19
1976,"Dinamarca","DK","Directamente_residentes",300
1976,"Dinamarca","DK","Directamente_NOresidentes",483
1976,"Egipto","EG","Directamente_residentes",44
1976,"Egipto","EG","Directamente_NOresidentes",27
1976,"Finlandia","FI","Directamente_residentes",180
1976,"Finlandia","FI","Directamente_NOresidentes",249
1976,"Francia","FR","Directamente_residentes",11009
1976,"Francia","FR","Directamente_NOresidentes",1190
1976,"República Democrática Alemana","D2","Directamente_residentes",321
1976,"República Democrática Alemana","D2","Directamente_NOresidentes",11
1976,"Alemania","DE","Directamente_residentes",56978
1976,"Alemania","DE","Directamente_NOresidentes",4744
1976,"Hungría","HU","Directamente_residentes",287
1976,"Hungría","HU","Directamente_NOresidentes",15
1976,"India","IN","Directamente_residentes",848
1976,"India","IN","Directamente_NOresidentes",41
1976,"Iraq","IQ","Directamente_residentes",7
1976,"Iraq","IQ","Directamente_NOresidentes",6
1976,"Irlanda","IE","Directamente_residentes",40
1976,"Irlanda","IE","Directamente_NOresidentes",162
1976,"Israel","IL","Directamente_residentes",163
1976,"Israel","IL","Directamente_NOresidentes",44
1976,"Italia","IT","Directamente total",1625
1976,"Jamaica","JM","Directamente_residentes",2
1976,"Jamaica","JM","Directamente_NOresidentes",3
1976,"Japón","JP","Directamente_residentes",29505
1976,"Japón","JP","Directamente_NOresidentes",569
1976,"Liechtenstein","LI","Directamente_residentes",2
1976,"Malawi","MW","Directamente_NOresidentes",1
1976,"Malta","MT","Directamente_residentes",5
1976,"Malta","MT","Directamente_NOresidentes",1
1976,"México","MX","Directamente_residentes",62
1976,"México","MX","Directamente_NOresidentes",13
1976,"Mónaco","MC","Directamente_residentes",52
1976,"Mónaco","MC","Directamente_NOresidentes",23
1976,"Marruecos","MA","Directamente_residentes",91
1976,"Marruecos","MA","Directamente_NOresidentes",6
1976,"Nueva Zelandia","NZ","Directamente_residentes",183
1976,"Nueva Zelandia","NZ","Directamente_NOresidentes",129
1976,"Nigeria","NG","Directamente_residentes",34
1976,"Nigeria","NG","Directamente_NOresidentes",30
1976,"Noruega","NO","Directamente_residentes",278
1976,"Noruega","NO","Directamente_NOresidentes",390
1976,"Pakistán","PK","Directamente_residentes",58
1976,"Pakistán","PK","Directamente_NOresidentes",10
1976,"Perú","PE","Directamente_residentes",11
1976,"Perú","PE","Directamente_NOresidentes",3
1976,"Filipinas","PH","Directamente_residentes",193
1976,"Filipinas","PH","Directamente_NOresidentes",22
1976,"Polonia","PL","Directamente_residentes",121
1976,"Polonia","PL","Directamente_NOresidentes",34
1976,"Portugal","PT","Directamente_residentes",119
1976,"Portugal","PT","Directamente_NOresidentes",113
1976,"República de Corea","KR","Directamente_residentes",1451
1976,"República de Corea","KR","Directamente_NOresidentes",11
1976,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente_residentes",245
1976,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente_NOresidentes",77
1976,"Union Soviética","SU","Directamente_residentes",842
1976,"Union Soviética","SU","Directamente_NOresidentes",25
1976,"España","ES","Directamente_residentes",5631
1976,"España","ES","Directamente_NOresidentes",418
1976,"Sri Lanka","LK","Directamente_NOresidentes",2
1976,"Suecia","SE","Directamente_residentes",1524
1976,"Suecia","SE","Directamente_NOresidentes",422
1976,"Suiza","CH","Directamente_residentes",459
1976,"Suiza","CH","Directamente_NOresidentes",318
1976,"Trinidad y Tobago","TT","Directamente_residentes",12
1976,"Trinidad y Tobago","TT","Directamente_NOresidentes",3
1976,"Reino Unido","GB","Directamente_residentes",1932
1976,"Reino Unido","GB","Directamente_NOresidentes",1768
1976,"Estados Unidos de América","US","Directamente_residentes",3653
1976,"Estados Unidos de América","US","Directamente_NOresidentes",911
1976,"Venezuela","VE","Directamente_residentes",30
1976,"Venezuela","VE","Directamente_NOresidentes",6
1976,"Zaire","ZR","Directamente_residentes",6
1976,"Zaire","ZR","Directamente_NOresidentes",2
1976,"Zambia","ZM","Directamente_NOresidentes",5
1977,"Organización Africana de la Propiedad Intelectual","OA","Directamente_residentes",25
1977,"Organización Africana de la Propiedad Intelectual","OA","Directamente_NOresidentes",126
1977,"Argelia","DZ","Directamente_residentes",52
1977,"Argelia","DZ","Directamente_NOresidentes",15
1977,"Argentina","AR","Directamente_residentes",2328
1977,"Argentina","AR","Directamente_NOresidentes",111
1977,"Australia","AU","Directamente_residentes",1666
1977,"Australia","AU","Directamente_NOresidentes",624
1977,"Austria","AT","Directamente_residentes",4232
1977,"Austria","AT","Directamente_NOresidentes",1790
1977,"Bahamas","BS","Directamente_NOresidentes",1
1977,"Bangladesh","BD","Directamente_residentes",10
1977,"Benelux","BX","Directamente_residentes",1522
1977,"Benelux","BX","Directamente_NOresidentes",1237
