//Registros de diseños industriales por oficina,
"//por directamente por residentes, directamente por no residentes y sistema de La Haya",
//Fuente:  Base de datos de estadísticas de la OMPI, diciembre 2011
//Nota: Es probable que falten datos relativos a algunas oficinas o respecto de ciertos períodos.,

Año,Nombre'Oficina,Código'Oficina,Tipo'solicitante,Número de registros
1947,"España","ES","Directamente total",2538
1947,"Suecia","SE","Directamente total",101
1947,"Suiza","CH","Directamente total",10659
1947,"República Árabe Siria","SY","Directamente total",11
1947,"Trinidad y Tobago","TT","Directamente total",1
1947,"Túnez","TN","Directamente total",3
1947,"Reino Unido","GB","Directamente total",5196
1947,"Estados Unidos de América","US","Directamente total",2102
1948,"Australia","AU","Directamente total",1044
1948,"Austria","AT","Directamente total",4824
1948,"Bélgica","BE","Directamente total",1341
1948,"Canadá","CA","Directamente total",730
1948,"Checoslovaquia","CS","Directamente total",1296
1948,"Dinamarca","DK","Directamente total",3033
1948,"Francia","FR","Directamente total",3249
1948,"Hungría","HU","Directamente total",281
1948,"Irlanda","IE","Directamente total",56
1948,"Italia","IT","Directamente total",2000
1948,"Japón","JP","Directamente total",1114
1948,"Líbano","LB","Directamente total",59
1948,"México","MX","Directamente total",65
1948,"Marruecos","MA","Directamente total",43
1948,"Nueva Zelandia","NZ","Directamente total",239
1948,"Noruega","NO","Directamente total",1632
1948,"Polonia","PL","Directamente total",31
1948,"Portugal","PT","Directamente total",151
1948,"Sudáfrica","ZA","Directamente total",208
1948,"España","ES","Directamente total",2251
1948,"Suecia","SE","Directamente total",88
1948,"Suiza","CH","Directamente total",14157
1948,"República Árabe Siria","SY","Directamente total",46
1948,"Trinidad y Tobago","TT","Directamente total",1
1948,"Túnez","TN","Directamente total",57
1948,"Reino Unido","GB","Directamente total",5060
1948,"Estados Unidos de América","US","Directamente total",3968
1949,"Australia","AU","Directamente total",962
1949,"Austria","AT","Directamente total",6063
1949,"Bélgica","BE","Directamente total",2300
1949,"Canadá","CA","Directamente total",795
1949,"Checoslovaquia","CS","Directamente total",507
1949,"Dinamarca","DK","Directamente total",2873
1949,"Francia","FR","Directamente total",4022
1949,"Irlanda","IE","Directamente total",54
1949,"Israel","IL","Directamente total",29
1949,"Italia","IT","Directamente total",3200
1949,"Japón","JP","Directamente total",1915
1949,"Líbano","LB","Directamente total",181
1949,"México","MX","Directamente total",83
1949,"Marruecos","MA","Directamente total",115
1949,"Nueva Zelandia","NZ","Directamente total",334
1949,"Noruega","NO","Directamente total",1735
1949,"Polonia","PL","Directamente total",184
1949,"Portugal","PT","Directamente total",174
1949,"Sudáfrica","ZA","Directamente total",239
1949,"España","ES","Directamente total",3655
1949,"Sri Lanka","LK","Directamente total",7
1949,"Suecia","SE","Directamente total",148
1949,"Suiza","CH","Directamente total",17731
1949,"República Árabe Siria","SY","Directamente total",56
1949,"Túnez","TN","Directamente total",12
1949,"Reino Unido","GB","Directamente total",4800
1949,"Estados Unidos de América","US","Directamente total",4450
1950,"Australia","AU","Directamente total",304
1950,"Austria","AT","Directamente total",6504
1950,"Bélgica","BE","Directamente total",2051
1950,"Brasil","BR","Directamente total",439
1950,"Canadá","CA","Directamente total",653
1950,"Dinamarca","DK","Directamente total",1217
1950,"Francia","FR","Directamente total",12642
1950,"Alemania","DE","Directamente total",19000
1950,"Irlanda","IE","Directamente total",54
1950,"Israel","IL","Directamente total",47
1950,"Italia","IT","Directamente total",3400
1950,"Japón","JP","Directamente total",3676
1950,"Líbano","LB","Directamente total",32
1950,"México","MX","Directamente total",103
1950,"Marruecos","MA","Directamente total",92
1950,"Nueva Zelandia","NZ","Directamente total",215
1950,"Noruega","NO","Directamente total",1156
1950,"Polonia","PL","Directamente total",94
1950,"Portugal","PT","Directamente total",191
1950,"Sudáfrica","ZA","Directamente total",212
1950,"España","ES","Directamente total",2511
1950,"Sri Lanka","LK","Directamente total",12
1950,"Suecia","SE","Directamente total",107
1950,"Suiza","CH","Directamente total",19757
1950,"República Árabe Siria","SY","Directamente total",63
1950,"Trinidad y Tobago","TT","Directamente total",4
1950,"Túnez","TN","Directamente total",26
1950,"Reino Unido","GB","Directamente total",5362
1950,"Estados Unidos de América","US","Directamente total",4718
1951,"Australia","AU","Directamente total",579
1951,"Austria","AT","Directamente total",5021
1951,"Bélgica","BE","Directamente total",1413
1951,"Canadá","CA","Directamente total",628
1951,"Checoslovaquia","CS","Directamente total",161
1951,"Dinamarca","DK","Directamente total",860
1951,"Egipto","EG","Directamente total",1
1951,"Francia","FR","Directamente total",10847
1951,"Alemania","DE","Directamente total",14680
1951,"Irlanda","IE","Directamente total",23
1951,"Israel","IL","Directamente total",74
1951,"Italia","IT","Directamente total",3550
1951,"Japón","JP","Directamente total",4152
1951,"Líbano","LB","Directamente total",60
1951,"México","MX","Directamente total",345
1951,"Marruecos","MA","Directamente total",62
1951,"Nueva Zelandia","NZ","Directamente total",118
1951,"Noruega","NO","Directamente total",1730
1951,"Polonia","PL","Directamente total",96
1951,"Portugal","PT","Directamente total",113
1951,"Sudáfrica","ZA","Directamente total",241
1951,"España","ES","Directamente total",3878
1951,"Suecia","SE","Directamente total",47
1951,"Suiza","CH","Directamente total",18898
1951,"República Árabe Siria","SY","Directamente total",84
1951,"Trinidad y Tobago","TT","Directamente total",1
1951,"Túnez","TN","Directamente total",12
1951,"Reino Unido","GB","Directamente total",8412
1951,"Estados Unidos de América","US","Directamente total",4163
1952,"Australia","AU","Directamente total",1388
1952,"Austria","AT","Directamente total",6575
1952,"Bélgica","BE","Directamente total",2000
1952,"Canadá","CA","Directamente total",480
1952,"Checoslovaquia","CS","Directamente total",23
1952,"Dinamarca","DK","Directamente total",988
1952,"Egipto","EG","Directamente total",35
1952,"Francia","FR","Directamente total",13079
1952,"Alemania","DE","Directamente total",16000
1952,"Irlanda","IE","Directamente total",38
1952,"Israel","IL","Directamente total",66
1952,"Italia","IT","Directamente total",3650
1952,"Japón","JP","Directamente total",4256
1952,"Líbano","LB","Directamente total",29
1952,"México","MX","Directamente total",177
1952,"Marruecos","MA","Directamente total",54
1952,"Nueva Zelandia","NZ","Directamente total",149
1952,"Noruega","NO","Directamente total",1465
1952,"Polonia","PL","Directamente total",117
1952,"Portugal","PT","Directamente total",114
1952,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente total",5
1952,"Sudáfrica","ZA","Directamente total",261
1952,"España","ES","Directamente total",1233
1952,"Sri Lanka","LK","Directamente total",23
1952,"Suecia","SE","Directamente total",50
1952,"Suiza","CH","Directamente total",22190
1952,"República Árabe Siria","SY","Directamente total",132
1952,"Trinidad y Tobago","TT","Directamente total",1
1952,"Túnez","TN","Directamente total",17
1952,"Reino Unido","GB","Directamente total",8447
1952,"Estados Unidos de América","US","Directamente total",2959
1953,"Australia","AU","Directamente total",802
1953,"Austria","AT","Directamente total",8230
1953,"Bélgica","BE","Directamente total",2906
1953,"Canadá","CA","Directamente total",431
1953,"Checoslovaquia","CS","Directamente total",29
1953,"Dinamarca","DK","Directamente total",840
1953,"Egipto","EG","Directamente total",717
1953,"Francia","FR","Directamente total",10218
1953,"Hungría","HU","Directamente total",3
1953,"Irlanda","IE","Directamente total",56
1953,"Israel","IL","Directamente total",71
1953,"Italia","IT","Directamente total",4000
1953,"Japón","JP","Directamente total",5302
1953,"Líbano","LB","Directamente total",21
1953,"México","MX","Directamente total",179
1953,"Marruecos","MA","Directamente total",79
1953,"Nueva Zelandia","NZ","Directamente total",203
1953,"Noruega","NO","Directamente total",1459
1953,"Polonia","PL","Directamente total",10
1953,"Portugal","PT","Directamente total",244
1953,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente total",57
1953,"Sudáfrica","ZA","Directamente total",338
1953,"España","ES","Directamente total",942
1953,"Sri Lanka","LK","Directamente total",81
1953,"Suecia","SE","Directamente total",43
1953,"Suiza","CH","Directamente total",19541
1953,"República Árabe Siria","SY","Directamente total",296
1953,"Túnez","TN","Directamente total",17
1953,"Reino Unido","GB","Directamente total",7435
1953,"Estados Unidos de América","US","Directamente total",2713
1954,"Australia","AU","Directamente total",900
1954,"Austria","AT","Directamente total",9006
1954,"Bélgica","BE","Directamente total",2919
1954,"Canadá","CA","Directamente total",560
1954,"Checoslovaquia","CS","Directamente total",44
1954,"Dinamarca","DK","Directamente total",852
1954,"Egipto","EG","Directamente total",854
1954,"Francia","FR","Directamente total",10831
1954,"Alemania","DE","Directamente_NOresidentes",108
1954,"Hungría","HU","Directamente total",59
1954,"Irlanda","IE","Directamente total",66
1954,"Israel","IL","Directamente total",136
1954,"Italia","IT","Directamente total",1199
1954,"Japón","JP","Directamente total",6610
1954,"Líbano","LB","Directamente total",55
1954,"Liechtenstein","LI","Directamente total",4
1954,"México","MX","Directamente total",153
1954,"Marruecos","MA","Directamente total",56
1954,"Nueva Zelandia","NZ","Directamente total",238
1954,"Noruega","NO","Directamente total",1419
1954,"Polonia","PL","Directamente total",15
1954,"Portugal","PT","Directamente total",165
1954,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente total",35
1954,"España","ES","Directamente total",1086
1954,"Sri Lanka","LK","Directamente total",149
1954,"Suecia","SE","Directamente total",27
1954,"Suiza","CH","Directamente total",27627
1954,"República Árabe Siria","SY","Directamente total",171
1954,"Trinidad y Tobago","TT","Directamente total",2
1954,"Túnez","TN","Directamente total",27
1954,"Reino Unido","GB","Directamente total",7316
1954,"Estados Unidos de América","US","Directamente total",2536
1955,"Australia","AU","Directamente total",819
1955,"Austria","AT","Directamente total",9465
1955,"Bélgica","BE","Directamente total",3063
1955,"Brasil","BR","Directamente total",224
1955,"Canadá","CA","Directamente total",286
1955,"Checoslovaquia","CS","Directamente total",117
1955,"Dinamarca","DK","Directamente total",788
1955,"Egipto","EG","Directamente total",965
1955,"Alemania","DE","Directamente_residentes",59009
1955,"Alemania","DE","Directamente_NOresidentes",387
1955,"Hungría","HU","Directamente total",166
1955,"Irlanda","IE","Directamente total",40
1955,"Israel","IL","Directamente total",289
1955,"Italia","IT","Directamente total",1405
1955,"Japón","JP","Directamente total",7157
1955,"Líbano","LB","Directamente total",102
1955,"México","MX","Directamente total",304
1955,"Marruecos","MA","Directamente total",51
1955,"Nueva Zelandia","NZ","Directamente total",249
1955,"Noruega","NO","Directamente total",1244
1955,"Polonia","PL","Directamente total",31
1955,"Portugal","PT","Directamente total",191
1955,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente total",92
1955,"Sudáfrica","ZA","Directamente total",626
1955,"España","ES","Directamente total",1060
1955,"Sri Lanka","LK","Directamente total",87
1955,"Suecia","SE","Directamente total",45
1955,"Suiza","CH","Directamente total",26014
1955,"República Árabe Siria","SY","Directamente total",145
1955,"Trinidad y Tobago","TT","Directamente total",1
1955,"Túnez","TN","Directamente total",12
1955,"Reino Unido","GB","Directamente total",8121
1955,"Estados Unidos de América","US","Directamente total",2713
1956,"Australia","AU","Directamente total",458
1956,"Austria","AT","Directamente total",8139
1956,"Bélgica","BE","Directamente total",2554
1956,"Brasil","BR","Directamente total",375
1956,"Canadá","CA","Directamente total",586
1956,"Checoslovaquia","CS","Directamente total",218
1956,"Dinamarca","DK","Directamente total",785
1956,"Egipto","EG","Directamente total",641
1956,"República Democrática Alemana","D2","Directamente total",600
1956,"Alemania","DE","Directamente total",67433
1956,"Hungría","HU","Directamente total",137
1956,"Irlanda","IE","Directamente total",38
1956,"Israel","IL","Directamente total",191
1956,"Italia","IT","Directamente total",1513
1956,"Japón","JP","Directamente total",8137
1956,"Líbano","LB","Directamente total",49
1956,"Marruecos","MA","Directamente total",37
1956,"Noruega","NO","Directamente total",1200
1956,"Polonia","PL","Directamente total",27
1956,"Portugal","PT","Directamente total",122
1956,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente total",73
1956,"Sudáfrica","ZA","Directamente total",459
1956,"España","ES","Directamente total",1480
1956,"Sri Lanka","LK","Directamente total",41
1956,"Suecia","SE","Directamente total",47
1956,"Suiza","CH","Directamente total",24312
1956,"República Árabe Siria","SY","Directamente total",330
1956,"Trinidad y Tobago","TT","Directamente total",13
1956,"Túnez","TN","Directamente total",7
1956,"Reino Unido","GB","Directamente total",7821
1956,"Estados Unidos de América","US","Directamente total",2977
1957,"Australia","AU","Directamente total",917
1957,"Austria","AT","Directamente total",7755
1957,"Bélgica","BE","Directamente total",2587
1957,"Canadá","CA","Directamente total",601
1957,"Checoslovaquia","CS","Directamente total",262
1957,"Dinamarca","DK","Directamente total",725
1957,"Egipto","EG","Directamente total",639
1957,"República Democrática Alemana","D2","Directamente total",1115
1957,"Alemania","DE","Directamente total",64168
1957,"Hungría","HU","Directamente total",421
1957,"Irlanda","IE","Directamente total",70
1957,"Israel","IL","Directamente total",276
1957,"Italia","IT","Directamente total",1590
1957,"Japón","JP","Directamente total",11399
1957,"Líbano","LB","Directamente total",34
1957,"México","MX","Directamente total",130
1957,"Mónaco","MC","Directamente total",51
1957,"Marruecos","MA","Directamente total",42
1957,"Nueva Zelandia","NZ","Directamente total",221
1957,"Noruega","NO","Directamente total",1069
1957,"Polonia","PL","Directamente total",21
1957,"Portugal","PT","Directamente total",197
1957,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente total",67
1957,"Sudáfrica","ZA","Directamente total",493
1957,"España","ES","Directamente total",1173
1957,"Sri Lanka","LK","Directamente total",9
1957,"Suecia","SE","Directamente total",56
1957,"Suiza","CH","Directamente total",30657
1957,"República Árabe Siria","SY","Directamente total",41
1957,"Trinidad y Tobago","TT","Directamente total",1
1957,"Túnez","TN","Directamente total",26
1957,"Reino Unido","GB","Directamente total",8320
1957,"Estados Unidos de América","US","Directamente total",2362
1958,"Australia","AU","Directamente total",1758
1958,"Austria","AT","Directamente total",8962
1958,"Bélgica","BE","Directamente total",3571
1958,"Brasil","BR","Directamente total",61
1958,"Canadá","CA","Directamente total",665
1958,"Checoslovaquia","CS","Directamente total",106
1958,"Dinamarca","DK","Directamente total",838
1958,"Egipto","EG","Directamente total",252
1958,"Francia","FR","Directamente total",9028
1958,"República Democrática Alemana","D2","Directamente total",1134
1958,"Alemania","DE","Directamente total",71541
1958,"Hungría","HU","Directamente total",480
1958,"Irlanda","IE","Directamente total",63
1958,"Israel","IL","Directamente total",227
1958,"Japón","JP","Directamente total",13890
1958,"Líbano","LB","Directamente total",14
1958,"Mónaco","MC","Directamente total",23
1958,"Marruecos","MA","Directamente total",47
1958,"Nueva Zelandia","NZ","Directamente total",193
1958,"Noruega","NO","Directamente total",1206
1958,"Polonia","PL","Directamente total",28
1958,"Portugal","PT","Directamente total",195
1958,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente total",92
1958,"España","ES","Directamente total",1792
1958,"Sri Lanka","LK","Directamente total",4
1958,"Suecia","SE","Directamente total",51
1958,"Suiza","CH","Directamente total",32886
1958,"Trinidad y Tobago","TT","Directamente total",3
1958,"Túnez","TN","Directamente total",6
1958,"Reino Unido","GB","Directamente total",8680
1958,"Estados Unidos de América","US","Directamente total",2374
1958,"Zimbabwe","ZW","Directamente total",5
1959,"Australia","AU","Directamente total",819
1959,"Austria","AT","Directamente total",8279
1959,"Bélgica","BE","Directamente total",2411
1959,"Canadá","CA","Directamente total",684
1959,"Checoslovaquia","CS","Directamente total",155
1959,"Dinamarca","DK","Directamente total",691
1959,"Egipto","EG","Directamente total",101
1959,"República Democrática Alemana","D2","Directamente total",553
1959,"Alemania","DE","Directamente total",63489
1959,"Hungría","HU","Directamente total",292
1959,"Irlanda","IE","Directamente total",54
1959,"Israel","IL","Directamente total",203
1959,"Italia","IT","Directamente total",1832
1959,"Japón","JP","Directamente total",14109
1959,"Líbano","LB","Directamente total",93
1959,"Mónaco","MC","Directamente total",36
1959,"Marruecos","MA","Directamente total",41
1959,"Nueva Zelandia","NZ","Directamente total",244
1959,"Noruega","NO","Directamente total",1131
1959,"Polonia","PL","Directamente total",112
1959,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente total",106
1959,"Suecia","SE","Directamente total",118
1959,"Suiza","CH","Directamente total",27372
1959,"Trinidad y Tobago","TT","Directamente total",10
1959,"Túnez","TN","Directamente total",10
1959,"Reino Unido","GB","Directamente total",7893
1959,"Estados Unidos de América","US","Directamente total",2768
1959,"Zimbabwe","ZW","Directamente total",64
1960,"Australia","AU","Directamente total",1680
1960,"Austria","AT","Directamente total",7588
1960,"Bélgica","BE","Directamente total",2410
1960,"Canadá","CA","Directamente total",790
1960,"Checoslovaquia","CS","Directamente total",192
1960,"Dinamarca","DK","Directamente total",692
1960,"Egipto","EG","Directamente total",205
1960,"República Democrática Alemana","D2","Directamente total",568
1960,"Alemania","DE","Directamente total",60183
1960,"Hungría","HU","Directamente total",246
1960,"Irlanda","IE","Directamente total",56
1960,"Israel","IL","Directamente total",248
1960,"Japón","JP","Directamente total",15883
1960,"Líbano","LB","Directamente total",110
1960,"México","MX","Directamente total",39
1960,"Mónaco","MC","Directamente total",29
1960,"Marruecos","MA","Directamente total",36
1960,"Nueva Zelandia","NZ","Directamente total",234
1960,"Noruega","NO","Directamente total",1018
1960,"Portugal","PT","Directamente total",147
1960,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente total",39
1960,"Sudáfrica","ZA","Directamente total",850
1960,"España","ES","Directamente total",1782
1960,"Sri Lanka","LK","Directamente total",12
1960,"Suecia","SE","Directamente total",124
1960,"Suiza","CH","Directamente total",20187
1960,"Trinidad y Tobago","TT","Directamente total",8
1960,"Túnez","TN","Directamente total",17
1960,"Reino Unido","GB","Directamente total",7840
1960,"Estados Unidos de América","US","Directamente total",2543
1960,"Zimbabwe","ZW","Directamente total",45
1961,"Australia","AU","Directamente total",1522
1961,"Austria","AT","Directamente total",6619
1961,"Bélgica","BE","Directamente total",1904
1961,"Canadá","CA","Directamente total",795
1961,"Checoslovaquia","CS","Directamente total",171
1961,"Dinamarca","DK","Directamente total",639
1961,"Egipto","EG","Directamente total",172
1961,"República Democrática Alemana","D2","Directamente total",390
1961,"Alemania","DE","Directamente total",54907
1961,"Hungría","HU","Directamente total",239
1961,"Irlanda","IE","Directamente total",95
1961,"Israel","IL","Directamente total",339
1961,"Italia","IT","Directamente total",3500
1961,"Japón","JP","Directamente total",11931
1961,"Líbano","LB","Directamente total",42
1961,"México","MX","Directamente total",19
1961,"Mónaco","MC","Directamente total",26
1961,"Marruecos","MA","Directamente total",42
1961,"Nueva Zelandia","NZ","Directamente total",253
1961,"Noruega","NO","Directamente total",893
1961,"Polonia","PL","Directamente total",75
1961,"Portugal","PT","Directamente total",166
1961,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente total",64
1961,"Sudáfrica","ZA","Directamente total",832
1961,"España","ES","Directamente total",2415
1961,"Sri Lanka","LK","Directamente total",5
1961,"Suecia","SE","Directamente total",162
1961,"Suiza","CH","Directamente total",14985
1961,"República Árabe Siria","SY","Directamente total",172
1961,"Trinidad y Tobago","TT","Directamente total",18
1961,"Reino Unido","GB","Directamente total",8361
1961,"Estados Unidos de América","US","Directamente total",2487
1961,"Zimbabwe","ZW","Directamente total",51
1962,"Australia","AU","Directamente total",1064
1962,"Austria","AT","Directamente total",7466
1962,"Bélgica","BE","Directamente total",1851
1962,"Canadá","CA","Directamente total",684
1962,"Checoslovaquia","CS","Directamente total",226
1962,"Dinamarca","DK","Directamente total",699
1962,"Egipto","EG","Directamente total",385
1962,"Francia","FR","Directamente total",8306
1962,"República Democrática Alemana","D2","Directamente total",352
1962,"Alemania","DE","Directamente total",55489
1962,"Hungría","HU","Directamente total",288
1962,"Irlanda","IE","Directamente total",66
1962,"Israel","IL","Directamente total",160
1962,"Japón","JP","Directamente total",17346
1962,"Líbano","LB","Directamente total",88
1962,"México","MX","Directamente total",11
1962,"Mónaco","MC","Directamente total",18
1962,"Marruecos","MA","Directamente total",37
1962,"Nueva Zelandia","NZ","Directamente total",226
1962,"Noruega","NO","Directamente total",908
1962,"Polonia","PL","Directamente total",110
1962,"Portugal","PT","Directamente total",208
1962,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente total",81
1962,"Sudáfrica","ZA","Directamente total",926
1962,"España","ES","Directamente total",1762
1962,"Sri Lanka","LK","Directamente total",13
1962,"Suecia","SE","Directamente total",146
1962,"Suiza","CH","Directamente total",891
1962,"República Árabe Siria","SY","Directamente total",16
1962,"Reino Unido","GB","Directamente total",7431
1962,"Estados Unidos de América","US","Directamente total",2300
1962,"Zimbabwe","ZW","Directamente total",28
1963,"Australia","AU","Directamente total",1251
1963,"Austria","AT","Directamente_residentes",5081
1963,"Austria","AT","Directamente_NOresidentes",2271
1963,"Bélgica","BE","Directamente_residentes",2123
1963,"Bélgica","BE","Directamente_NOresidentes",168
1963,"Canadá","CA","Directamente total",788
1963,"Chile","CL","Directamente_residentes",21
1963,"Colombia","CO","Directamente_residentes",64
1963,"Colombia","CO","Directamente_NOresidentes",34
1963,"Cuba","CU","Directamente_residentes",21
1963,"Checoslovaquia","CS","Directamente_residentes",220
1963,"Checoslovaquia","CS","Directamente_NOresidentes",14
1963,"Dinamarca","DK","Directamente total",753
1963,"República Democrática Alemana","D2","Directamente total",641
1963,"Alemania","DE","Directamente_residentes",56341
1963,"Alemania","DE","Directamente_NOresidentes",404
1963,"Hungría","HU","Directamente_residentes",419
1963,"Hungría","HU","Directamente_NOresidentes",2
1963,"India","IN","Directamente_residentes",3649
1963,"India","IN","Directamente_NOresidentes",54
1963,"Irlanda","IE","Directamente_residentes",15
1963,"Irlanda","IE","Directamente_NOresidentes",45
1963,"Israel","IL","Directamente_residentes",190
1963,"Israel","IL","Directamente_NOresidentes",40
1963,"Italia","IT","Directamente_residentes",397
1963,"Italia","IT","Directamente_NOresidentes",118
1963,"Jamaica","JM","Directamente_residentes",3
1963,"Jamaica","JM","Directamente_NOresidentes",4
1963,"Japón","JP","Directamente_residentes",14230
1963,"Japón","JP","Directamente_NOresidentes",197
1963,"Líbano","LB","Directamente_residentes",211
1963,"Líbano","LB","Directamente_NOresidentes",124
1963,"Liechtenstein","LI","Directamente_residentes",5
1963,"México","MX","Directamente_residentes",16
1963,"México","MX","Directamente_NOresidentes",12
1963,"Marruecos","MA","Directamente_residentes",33
1963,"Marruecos","MA","Directamente_NOresidentes",9
1963,"Nueva Zelandia","NZ","Directamente_residentes",160
1963,"Nueva Zelandia","NZ","Directamente_NOresidentes",171
1963,"Noruega","NO","Directamente total",884
1963,"Perú","PE","Directamente total",20
1963,"Filipinas","PH","Directamente_residentes",23
1963,"Filipinas","PH","Directamente_NOresidentes",5
1963,"Polonia","PL","Directamente_residentes",100
1963,"Polonia","PL","Directamente_NOresidentes",4
1963,"Portugal","PT","Directamente_NOresidentes",329
1963,"República de Corea","KR","Directamente_residentes",383
1963,"República de Corea","KR","Directamente_NOresidentes",3
1963,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente_residentes",130
1963,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente_NOresidentes",13
1963,"Sudáfrica","ZA","Directamente_residentes",813
1963,"Sudáfrica","ZA","Directamente_NOresidentes",196
1963,"España","ES","Directamente total",2534
1963,"Sri Lanka","LK","Directamente_residentes",4
1963,"Sri Lanka","LK","Directamente_NOresidentes",4
1963,"Suecia","SE","Directamente_residentes",113
1963,"Suecia","SE","Directamente_NOresidentes",83
1963,"Suiza","CH","Directamente_residentes",758
1963,"Suiza","CH","Directamente_NOresidentes",136
1963,"República Árabe Siria","SY","Directamente_residentes",96
1963,"República Árabe Siria","SY","Directamente_NOresidentes",1
1963,"Trinidad y Tobago","TT","Directamente_residentes",3
1963,"Trinidad y Tobago","TT","Directamente_NOresidentes",9
1963,"Reino Unido","GB","Directamente total",6722
1963,"Estados Unidos de América","US","Directamente_residentes",2746
1963,"Estados Unidos de América","US","Directamente_NOresidentes",219
1963,"Venezuela","VE","Directamente_residentes",21
1963,"Venezuela","VE","Directamente_NOresidentes",8
1963,"Zimbabwe","ZW","Directamente_residentes",7
1963,"Zimbabwe","ZW","Directamente_NOresidentes",30
1964,"Australia","AU","Directamente total",1287
1964,"Austria","AT","Directamente_residentes",3176
1964,"Austria","AT","Directamente_NOresidentes",2635
1964,"Bélgica","BE","Directamente_residentes",1315
1964,"Bélgica","BE","Directamente_NOresidentes",195
1964,"Canadá","CA","Directamente total",814
1964,"Colombia","CO","Directamente_residentes",31
1964,"Colombia","CO","Directamente_NOresidentes",41
1964,"Checoslovaquia","CS","Directamente_residentes",272
1964,"Checoslovaquia","CS","Directamente_NOresidentes",7
1964,"Dinamarca","DK","Directamente total",704
1964,"Egipto","EG","Directamente_residentes",63
1964,"Egipto","EG","Directamente_NOresidentes",19
1964,"República Democrática Alemana","D2","Directamente_residentes",573
1964,"República Democrática Alemana","D2","Directamente_NOresidentes",6
1964,"Alemania","DE","Directamente_residentes",55099
1964,"Alemania","DE","Directamente_NOresidentes",480
1964,"Hungría","HU","Directamente_residentes",285
1964,"Hungría","HU","Directamente_NOresidentes",21
1964,"India","IN","Directamente_residentes",3566
1964,"India","IN","Directamente_NOresidentes",27
1964,"Irlanda","IE","Directamente_residentes",21
1964,"Irlanda","IE","Directamente_NOresidentes",122
1964,"Israel","IL","Directamente_residentes",143
1964,"Israel","IL","Directamente_NOresidentes",37
1964,"Italia","IT","Directamente total",597
1964,"Japón","JP","Directamente_residentes",14323
1964,"Japón","JP","Directamente_NOresidentes",118
1964,"Líbano","LB","Directamente_residentes",31
1964,"Líbano","LB","Directamente_NOresidentes",17
1964,"Liechtenstein","LI","Directamente_residentes",6
1964,"Liechtenstein","LI","Directamente_NOresidentes",3
1964,"México","MX","Directamente_residentes",123
1964,"México","MX","Directamente_NOresidentes",141
1964,"Marruecos","MA","Directamente_residentes",35
1964,"Marruecos","MA","Directamente_NOresidentes",7
1964,"Nueva Zelandia","NZ","Directamente_residentes",131
1964,"Nueva Zelandia","NZ","Directamente_NOresidentes",140
1964,"Noruega","NO","Directamente_residentes",861
1964,"Noruega","NO","Directamente_NOresidentes",145
1964,"Pakistán","PK","Directamente total",245
1964,"Perú","PE","Directamente total",39
1964,"Filipinas","PH","Directamente_residentes",40
1964,"Filipinas","PH","Directamente_NOresidentes",15
1964,"Polonia","PL","Directamente_residentes",106
1964,"Polonia","PL","Directamente_NOresidentes",3
1964,"Portugal","PT","Directamente_NOresidentes",168
1964,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente_residentes",108
1964,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente_NOresidentes",22
1964,"España","ES","Directamente total",3755
1964,"Sri Lanka","LK","Directamente_residentes",8
1964,"Sri Lanka","LK","Directamente_NOresidentes",3
1964,"Suecia","SE","Directamente_residentes",98
1964,"Suecia","SE","Directamente_NOresidentes",84
1964,"Suiza","CH","Directamente_residentes",635
1964,"Suiza","CH","Directamente_NOresidentes",125
1964,"República Árabe Siria","SY","Directamente_residentes",45
1964,"Trinidad y Tobago","TT","Directamente_NOresidentes",9
1964,"Túnez","TN","Directamente_residentes",6
1964,"Reino Unido","GB","Directamente total",6866
1964,"Estados Unidos de América","US","Directamente_residentes",2504
1964,"Estados Unidos de América","US","Directamente_NOresidentes",182
1964,"Venezuela","VE","Directamente_residentes",25
1964,"Venezuela","VE","Directamente_NOresidentes",5
1964,"Zimbabwe","ZW","Directamente_residentes",3
1964,"Zimbabwe","ZW","Directamente_NOresidentes",32
1965,"Argentina","AR","Directamente_residentes",1225
1965,"Argentina","AR","Directamente_NOresidentes",83
1965,"Australia","AU","Directamente_residentes",903
1965,"Australia","AU","Directamente_NOresidentes",355
1965,"Austria","AT","Directamente_residentes",3758
1965,"Austria","AT","Directamente_NOresidentes",2699
1965,"Bélgica","BE","Directamente_residentes",378
1965,"Bélgica","BE","Directamente_NOresidentes",165
